"parameter","estimate","se","rse","shrinkage","file"
"ETA1",0.0791,0.39,493.046776232617,NA,"NM_0_4095.lst"
"ETA2",0.322,0.494,153.416149068323,NA,"NM_0_4095.lst"
"ETA3",0.0109,0.00813,74.5871559633028,NA,"NM_0_4095.lst"
"ETA4",0,0.185,Inf,NA,"NM_0_4095.lst"
"ETA1",0.0823,0.0526,63.9125151883354,NA,"NM_0_410.lst"
"ETA1",0.286,0.16,55.9440559440559,NA,"NM_0_410_1135.lst"
"ETA1",0.103,0.0591,57.378640776699,NA,"NM_0_410_1296.lst"
"ETA1",0.289,0.162,56.0553633217993,NA,"NM_0_410_1457.lst"
"ETA1",0.11,0.0661,60.0909090909091,NA,"NM_0_410_1618.lst"
"ETA1",0.303,0.00456,1.5049504950495,NA,"NM_0_410_1779.lst"
"ETA1",0.313,0.162,51.7571884984026,NA,"NM_0_410_1940.lst"
"ETA1",0.0149,0.011,73.8255033557047,NA,"NM_0_410_2101.lst"
"ETA1",0.0203,0.0157,77.3399014778325,NA,"NM_0_410_2262.lst"
"ETA1",0.0155,0.0116,74.8387096774193,NA,"NM_0_410_2423.lst"
"ETA1",0.0148,0.0137,92.5675675675676,NA,"NM_0_410_2584.lst"
"ETA1",1e-05,0,0,NA,"NM_0_410_2745.lst"
"ETA1",0.0233,0.0191,81.9742489270386,NA,"NM_0_410_2906.lst"
"ETA1",1e-05,3.66e-09,0.0366,NA,"NM_0_410_3067.lst"
"ETA1",1e-05,0,0,NA,"NM_0_410_3228.lst"
"ETA1",0.0607,0.0359,59.1433278418451,NA,"NM_0_410_330.lst"
"ETA1",1e-05,3.66e-09,0.0366,NA,"NM_0_410_3389.lst"
"ETA1",1e-05,1.33e-08,0.133,NA,"NM_0_410_3550.lst"
"ETA1",1e-05,0,0,NA,"NM_0_410_3711.lst"
"ETA1",1e-05,0,0,NA,"NM_0_410_3872.lst"
"ETA1",0.122,0.0712,58.3606557377049,NA,"NM_0_410_4033.lst"
"ETA1",0.1,0.0522,52.2,NA,"NM_0_410_4194.lst"
"ETA1",0.123,0.0718,58.3739837398374,NA,"NM_0_410_4355.lst"
"ETA1",0.102,0.0557,54.6078431372549,NA,"NM_0_410_4516.lst"
"ETA1",0.0531,0.0229,43.1261770244821,NA,"NM_0_410_4677.lst"
"ETA1",0.0814,0.0528,64.8648648648649,NA,"NM_0_410_491.lst"
"ETA1",0.0631,0.0348,55.1505546751188,NA,"NM_0_410_652.lst"
"ETA1",0.0759,0.0399,52.5691699604743,NA,"NM_0_410_813.lst"
"ETA1",0.0726,0.0452,62.2589531680441,NA,"NM_0_410_974.lst"
"ETA1",0.0843,0.016,18.9798339264531,NA,"NM_0_4102.lst"
"ETA2",0.48,0,0,NA,"NM_0_4102.lst"
"ETA3",3e-05,0,0,NA,"NM_0_4102.lst"
"ETA4",0.148,0.00553,3.73648648648649,NA,"NM_0_4102.lst"
"ETA1",0.0929,0.241,259.418729817008,NA,"NM_0_4103.lst"
"ETA2",0.389,0,0,NA,"NM_0_4103.lst"
"ETA3",0.0953,0,0,NA,"NM_0_4103.lst"
"ETA4",0.0335,0.176,525.373134328358,NA,"NM_0_4103.lst"
"ETA1",0.0775,0.0574,74.0645161290323,NA,"NM_0_4104.lst"
"ETA2",0.387,0.234,60.4651162790698,NA,"NM_0_4104.lst"
"ETA3",0.00136,0.164,12058.8235294118,NA,"NM_0_4104.lst"
"ETA4",0.00338,0.0461,1363.90532544379,NA,"NM_0_4104.lst"
"ETA1",0.0399,0.0208,52.1303258145363,NA,"NM_0_411.lst"
"ETA1",0.0464,NA,NA,NA,"NM_0_412.lst"
"ETA2",1,NA,NA,NA,"NM_0_412.lst"
"ETA1",0.0937,0.0323,34.4717182497332,NA,"NM_0_415.lst"
"ETA2",0.0168,0.00615,36.6071428571429,NA,"NM_0_415.lst"
"ETA1",0.0933,0.0463,49.6248660235799,NA,"NM_0_415_1136.lst"
"ETA2",0.0229,0.0114,49.7816593886463,NA,"NM_0_415_1136.lst"
"ETA1",0.092,0.0444,48.2608695652174,NA,"NM_0_415_1297.lst"
"ETA2",0.0223,0.0109,48.8789237668161,NA,"NM_0_415_1297.lst"
"ETA1",0.0941,0.0465,49.4155154091392,NA,"NM_0_415_1458.lst"
"ETA2",0.0221,0.0109,49.3212669683258,NA,"NM_0_415_1458.lst"
"ETA1",0.0837,0.0421,50.2986857825568,NA,"NM_0_415_1619.lst"
"ETA2",0.0242,0.012,49.5867768595041,NA,"NM_0_415_1619.lst"
"ETA1",0.0856,0.048,56.0747663551402,NA,"NM_0_415_1780.lst"
"ETA2",0.0103,0.0116,112.621359223301,NA,"NM_0_415_1780.lst"
"ETA1",0.0965,0.0447,46.3212435233161,NA,"NM_0_415_1941.lst"
"ETA2",0.0198,0.0097,48.989898989899,NA,"NM_0_415_1941.lst"
"ETA1",0.105,0.0369,35.1428571428571,NA,"NM_0_415_2102.lst"
"ETA2",0.0363,0.0156,42.9752066115702,NA,"NM_0_415_2102.lst"
"ETA1",0.11,0.0404,36.7272727272727,NA,"NM_0_415_2263.lst"
"ETA2",0.0377,0.0169,44.8275862068966,NA,"NM_0_415_2263.lst"
"ETA1",0.105,0.037,35.2380952380952,NA,"NM_0_415_2424.lst"
"ETA2",0.0367,0.0161,43.8692098092643,NA,"NM_0_415_2424.lst"
"ETA1",0.107,0.0389,36.3551401869159,NA,"NM_0_415_2585.lst"
"ETA2",0.0331,0.0192,58.0060422960725,NA,"NM_0_415_2585.lst"
"ETA1",0.113,0.0481,42.5663716814159,NA,"NM_0_415_2746.lst"
"ETA2",0.0224,0.0159,70.9821428571429,NA,"NM_0_415_2746.lst"
"ETA1",0.103,0.0367,35.6310679611651,NA,"NM_0_415_2907.lst"
"ETA2",0.0377,0.017,45.0928381962865,NA,"NM_0_415_2907.lst"
"ETA1",0.0516,0.019,36.8217054263566,NA,"NM_0_415_3068.lst"
"ETA2",1e-05,0,0,NA,"NM_0_415_3068.lst"
"ETA1",0.0487,0.0175,35.9342915811088,NA,"NM_0_415_3229.lst"
"ETA2",1e-05,0,0,NA,"NM_0_415_3229.lst"
"ETA1",0.088,0.0306,34.7727272727273,NA,"NM_0_415_331.lst"
"ETA2",0.0142,0.00515,36.2676056338028,NA,"NM_0_415_331.lst"
"ETA1",0.0516,0.019,36.8217054263566,NA,"NM_0_415_3390.lst"
"ETA2",1e-05,0,0,NA,"NM_0_415_3390.lst"
"ETA1",0.0493,0.0177,35.9026369168357,NA,"NM_0_415_3551.lst"
"ETA2",1e-05,0,0,NA,"NM_0_415_3551.lst"
"ETA1",0.0347,0.0348,100.28818443804,NA,"NM_0_415_3712.lst"
"ETA2",1e-05,0,0,NA,"NM_0_415_3712.lst"
"ETA1",0.0475,0.0175,36.8421052631579,NA,"NM_0_415_3873.lst"
"ETA2",1e-05,0,0,NA,"NM_0_415_3873.lst"
"ETA1",0.0466,0.0157,33.6909871244635,NA,"NM_0_415_4034.lst"
"ETA2",0.0815,0.0182,22.3312883435583,NA,"NM_0_415_4034.lst"
"ETA1",0.0474,0.0145,30.5907172995781,NA,"NM_0_415_4195.lst"
"ETA2",0.0871,0.0208,23.8805970149254,NA,"NM_0_415_4195.lst"
"ETA1",0.0469,0.0156,33.2622601279318,NA,"NM_0_415_4356.lst"
"ETA2",0.0804,0.018,22.3880597014925,NA,"NM_0_415_4356.lst"
"ETA1",0.048,0.0149,31.0416666666667,NA,"NM_0_415_4517.lst"
"ETA2",0.0849,0.0203,23.9104829210836,NA,"NM_0_415_4517.lst"
"ETA1",0.0409,0.0179,43.7652811735941,NA,"NM_0_415_4678.lst"
"ETA2",0.0491,0.0129,26.2729124236253,NA,"NM_0_415_4678.lst"
"ETA1",0.0935,0.0323,34.5454545454545,NA,"NM_0_415_492.lst"
"ETA2",0.017,0.00626,36.8235294117647,NA,"NM_0_415_492.lst"
"ETA1",0.0862,0.029,33.6426914153132,NA,"NM_0_415_653.lst"
"ETA2",0.0124,0.00452,36.4516129032258,NA,"NM_0_415_653.lst"
"ETA1",0.0945,0.0338,35.7671957671958,NA,"NM_0_415_814.lst"
"ETA2",0.00439,0.00622,141.685649202733,NA,"NM_0_415_814.lst"
"ETA1",0.0887,0.0303,34.1600901916573,NA,"NM_0_415_975.lst"
"ETA2",0.0139,0.0047,33.8129496402878,NA,"NM_0_415_975.lst"
"ETA1",0.0851,0.0293,34.4300822561692,NA,"NM_0_416.lst"
"ETA2",0.0166,0.00609,36.6867469879518,NA,"NM_0_416.lst"
"ETA1",0.0843,0.0388,46.0260972716489,NA,"NM_0_416_1137.lst"
"ETA2",0.0224,0.011,49.1071428571429,NA,"NM_0_416_1137.lst"
"ETA1",0.0853,0.0384,45.0175849941383,NA,"NM_0_416_1298.lst"
"ETA2",0.0216,0.0103,47.6851851851852,NA,"NM_0_416_1298.lst"
"ETA1",0.0852,0.0389,45.6572769953052,NA,"NM_0_416_1459.lst"
"ETA2",0.0216,0.0105,48.6111111111111,NA,"NM_0_416_1459.lst"
"ETA1",0.077,0.0357,46.3636363636364,NA,"NM_0_416_1620.lst"
"ETA2",0.0233,0.0114,48.9270386266094,NA,"NM_0_416_1620.lst"
"ETA1",0.0775,0.0425,54.8387096774194,NA,"NM_0_416_1781.lst"
"ETA2",0.00947,0.0112,118.268215417107,NA,"NM_0_416_1781.lst"
"ETA1",0.0895,0.0387,43.2402234636872,NA,"NM_0_416_1942.lst"
"ETA2",0.0192,0.00922,48.0208333333333,NA,"NM_0_416_1942.lst"
"ETA1",0.1,0.0312,31.2,NA,"NM_0_416_2103.lst"
"ETA2",0.0362,0.0156,43.0939226519337,NA,"NM_0_416_2103.lst"
"ETA1",0.105,0.034,32.3809523809524,NA,"NM_0_416_2264.lst"
"ETA2",0.0376,0.0168,44.6808510638298,NA,"NM_0_416_2264.lst"
"ETA1",0.0999,0.0312,31.2312312312312,NA,"NM_0_416_2425.lst"
"ETA2",0.0366,0.016,43.7158469945355,NA,"NM_0_416_2425.lst"
"ETA1",0.102,0.0329,32.2549019607843,NA,"NM_0_416_2586.lst"
"ETA2",0.0331,0.0192,58.0060422960725,NA,"NM_0_416_2586.lst"
"ETA1",0.111,0.048,43.2432432432432,NA,"NM_0_416_2747.lst"
"ETA2",0.0224,0.0159,70.9821428571429,NA,"NM_0_416_2747.lst"
"ETA1",0.0985,0.0314,31.8781725888325,NA,"NM_0_416_2908.lst"
"ETA2",0.0376,0.0169,44.9468085106383,NA,"NM_0_416_2908.lst"
"ETA1",0.0501,0.0185,36.9261477045908,NA,"NM_0_416_3069.lst"
"ETA2",1e-05,0,0,NA,"NM_0_416_3069.lst"
"ETA1",0.0475,0.0175,36.8421052631579,NA,"NM_0_416_3230.lst"
"ETA2",1e-05,0,0,NA,"NM_0_416_3230.lst"
"ETA1",0.0809,0.0286,35.3522867737948,NA,"NM_0_416_332.lst"
"ETA2",0.0141,0.00509,36.0992907801418,NA,"NM_0_416_332.lst"
"ETA1",0.0501,0.0185,36.9261477045908,NA,"NM_0_416_3391.lst"
"ETA2",1e-05,0,0,NA,"NM_0_416_3391.lst"
"ETA1",0.0484,0.0176,36.3636363636364,NA,"NM_0_416_3552.lst"
"ETA2",1e-05,0,0,NA,"NM_0_416_3552.lst"
"ETA1",0.032,0.0302,94.375,NA,"NM_0_416_3713.lst"
"ETA2",1e-05,0,0,NA,"NM_0_416_3713.lst"
"ETA1",0.0465,0.0174,37.4193548387097,NA,"NM_0_416_3874.lst"
"ETA2",1e-05,0,0,NA,"NM_0_416_3874.lst"
"ETA1",0.0465,0.0159,34.1935483870968,NA,"NM_0_416_4035.lst"
"ETA2",0.0815,0.0183,22.4539877300613,NA,"NM_0_416_4035.lst"
"ETA1",0.0473,0.015,31.7124735729387,NA,"NM_0_416_4196.lst"
"ETA2",0.0871,0.0209,23.9954075774971,NA,"NM_0_416_4196.lst"
"ETA1",0.0468,0.0159,33.974358974359,NA,"NM_0_416_4357.lst"
"ETA2",0.0804,0.018,22.3880597014925,NA,"NM_0_416_4357.lst"
"ETA1",0.0477,0.0157,32.9140461215933,NA,"NM_0_416_4518.lst"
"ETA2",0.085,0.0204,24,NA,"NM_0_416_4518.lst"
"ETA1",0.0408,0.0184,45.0980392156863,NA,"NM_0_416_4679.lst"
"ETA2",0.0492,0.013,26.4227642276423,NA,"NM_0_416_4679.lst"
"ETA1",0.0848,0.0294,34.6698113207547,NA,"NM_0_416_493.lst"
"ETA2",0.0169,0.0062,36.6863905325444,NA,"NM_0_416_493.lst"
"ETA1",0.0789,0.0273,34.6007604562738,NA,"NM_0_416_654.lst"
"ETA2",0.0122,0.00447,36.6393442622951,NA,"NM_0_416_654.lst"
"ETA1",0.0861,0.0296,34.3786295005807,NA,"NM_0_416_815.lst"
"ETA2",0.00398,0.00624,156.78391959799,NA,"NM_0_416_815.lst"
"ETA1",0.0808,0.0281,34.7772277227723,NA,"NM_0_416_976.lst"
"ETA2",0.0138,0.00465,33.695652173913,NA,"NM_0_416_976.lst"
"ETA1",0.977,0.383,39.2016376663255,NA,"NM_0_417.lst"
"ETA2",0.0508,0.0226,44.4881889763779,NA,"NM_0_417.lst"
"ETA1",0.0555,0.0202,36.3963963963964,NA,"NM_0_418.lst"
"ETA2",0.936,0.371,39.6367521367521,NA,"NM_0_418.lst"
"ETA3",0,0,NA,NA,"NM_0_418.lst"
"ETA1",0.0651,0.0295,45.3149001536098,NA,"NM_0_421.lst"
"ETA1",0.248,0.127,51.2096774193548,NA,"NM_0_421_1138.lst"
"ETA1",0.274,0.147,53.6496350364963,NA,"NM_0_421_1299.lst"
"ETA1",0.25,0.128,51.2,NA,"NM_0_421_1460.lst"
"ETA1",0.247,0.116,46.9635627530364,NA,"NM_0_421_1621.lst"
"ETA1",0.216,0.0957,44.3055555555556,NA,"NM_0_421_1782.lst"
"ETA1",0.267,0.126,47.1910112359551,NA,"NM_0_421_1943.lst"
"ETA1",0.043,0.0529,123.023255813953,NA,"NM_0_421_2104.lst"
"ETA1",0.0264,0.0232,87.8787878787879,NA,"NM_0_421_2265.lst"
"ETA1",0.0447,0.0533,119.23937360179,NA,"NM_0_421_2426.lst"
"ETA1",0.0148,0.0135,91.2162162162162,NA,"NM_0_421_2587.lst"
"ETA1",1e-05,0,0,NA,"NM_0_421_2748.lst"
"ETA1",0.0389,0.0458,117.737789203085,NA,"NM_0_421_2909.lst"
"ETA1",1e-05,0,0,NA,"NM_0_421_3070.lst"
"ETA1",1e-05,0,0,NA,"NM_0_421_3231.lst"
"ETA1",0.0529,0.0261,49.3383742911153,NA,"NM_0_421_333.lst"
"ETA1",1e-05,0,0,NA,"NM_0_421_3392.lst"
"ETA1",1e-05,0,0,NA,"NM_0_421_3553.lst"
"ETA1",1e-05,0,0,NA,"NM_0_421_3714.lst"
"ETA1",0.0678,0.0466,68.7315634218289,NA,"NM_0_421_3875.lst"
"ETA1",0.107,0.0664,62.0560747663551,NA,"NM_0_421_4036.lst"
"ETA1",0.0851,0.0452,53.1139835487662,NA,"NM_0_421_4197.lst"
"ETA1",0.109,0.0669,61.3761467889908,NA,"NM_0_421_4358.lst"
"ETA1",0.0857,0.0493,57.5262543757293,NA,"NM_0_421_4519.lst"
"ETA1",0.0473,0.0211,44.6088794926004,NA,"NM_0_421_4680.lst"
"ETA1",0.0646,0.0295,45.6656346749226,NA,"NM_0_421_494.lst"
"ETA1",0.0585,0.0293,50.0854700854701,NA,"NM_0_421_655.lst"
"ETA1",0.0731,0.0396,54.172366621067,NA,"NM_0_421_816.lst"
"ETA1",0.0605,0.0288,47.603305785124,NA,"NM_0_421_977.lst"
"ETA1",0.066,0.0364,55.1515151515151,NA,"NM_0_422.lst"
"ETA1",0.248,0.128,51.6129032258065,NA,"NM_0_422_1139.lst"
"ETA1",0.275,0.15,54.5454545454545,NA,"NM_0_422_1300.lst"
"ETA1",0.25,0.128,51.2,NA,"NM_0_422_1461.lst"
"ETA1",0.248,0.115,46.3709677419355,NA,"NM_0_422_1622.lst"
"ETA1",0.108,0.0694,64.2592592592593,NA,"NM_0_422_1783.lst"
"ETA1",0.11,0.0666,60.5454545454546,NA,"NM_0_422_1944.lst"
"ETA1",0.0841,0.124,147.443519619501,NA,"NM_0_422_2105.lst"
"ETA1",0.0334,0.064,191.616766467066,NA,"NM_0_422_2266.lst"
"ETA1",0.0848,0.123,145.047169811321,NA,"NM_0_422_2427.lst"
"ETA1",0.0127,0.0126,99.2125984251969,NA,"NM_0_422_2588.lst"
"ETA1",1e-05,0,0,NA,"NM_0_422_2749.lst"
"ETA1",0.0732,0.154,210.382513661202,NA,"NM_0_422_2910.lst"
"ETA1",1e-05,0,0,NA,"NM_0_422_3071.lst"
"ETA1",1e-05,0,0,NA,"NM_0_422_3232.lst"
"ETA1",0.0531,0.029,54.6139359698682,NA,"NM_0_422_334.lst"
"ETA1",1e-05,0,0,NA,"NM_0_422_3393.lst"
"ETA1",1e-05,0,0,NA,"NM_0_422_3554.lst"
"ETA1",1e-05,0,0,NA,"NM_0_422_3715.lst"
"ETA1",0.0759,0.0468,61.6600790513834,NA,"NM_0_422_3876.lst"
"ETA1",0.106,0.0669,63.1132075471698,NA,"NM_0_422_4037.lst"
"ETA1",0.0845,0.0465,55.0295857988166,NA,"NM_0_422_4198.lst"
"ETA1",0.108,0.0677,62.6851851851852,NA,"NM_0_422_4359.lst"
"ETA1",0.0859,0.0505,58.7892898719441,NA,"NM_0_422_4520.lst"
"ETA1",0.0514,0.0205,39.8832684824903,NA,"NM_0_422_4681.lst"
"ETA1",0.0655,0.0366,55.8778625954198,NA,"NM_0_422_495.lst"
"ETA1",0.0585,0.0306,52.3076923076923,NA,"NM_0_422_656.lst"
"ETA1",0.0729,0.0387,53.0864197530864,NA,"NM_0_422_817.lst"
"ETA1",0.0609,0.035,57.4712643678161,NA,"NM_0_422_978.lst"
"ETA1",0.0928,0.0322,34.698275862069,NA,"NM_0_427.lst"
"ETA2",0.00782,0.00445,56.9053708439898,NA,"NM_0_427.lst"
"ETA1",0.0935,0.0453,48.4491978609626,NA,"NM_0_427_1140.lst"
"ETA2",0.00618,0.007,113.268608414239,NA,"NM_0_427_1140.lst"
"ETA1",0.0928,0.043,46.3362068965517,NA,"NM_0_427_1301.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_1301.lst"
"ETA1",0.0943,0.0455,48.2502651113468,NA,"NM_0_427_1462.lst"
"ETA2",0.00556,0.00661,118.884892086331,NA,"NM_0_427_1462.lst"
"ETA1",0.0835,0.0401,48.0239520958084,NA,"NM_0_427_1623.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_1623.lst"
"ETA1",0.0901,0.0447,49.6115427302997,NA,"NM_0_427_1784.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_1784.lst"
"ETA1",0.0982,0.0437,44.5010183299389,NA,"NM_0_427_1945.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_1945.lst"
"ETA1",0.106,0.0367,34.622641509434,NA,"NM_0_427_2106.lst"
"ETA2",0.0289,0.014,48.4429065743945,NA,"NM_0_427_2106.lst"
"ETA1",0.113,0.0405,35.8407079646018,NA,"NM_0_427_2267.lst"
"ETA2",0.0297,0.0143,48.1481481481481,NA,"NM_0_427_2267.lst"
"ETA1",0.106,0.0368,34.7169811320755,NA,"NM_0_427_2428.lst"
"ETA2",0.0293,0.0143,48.8054607508532,NA,"NM_0_427_2428.lst"
"ETA1",0.113,0.0386,34.1592920353982,NA,"NM_0_427_2589.lst"
"ETA2",0.0295,0.0153,51.864406779661,NA,"NM_0_427_2589.lst"
"ETA1",0.115,NA,NA,NA,"NM_0_427_2750.lst"
"ETA2",0.0202,NA,NA,NA,"NM_0_427_2750.lst"
"ETA1",0.105,0.0365,34.7619047619048,NA,"NM_0_427_2911.lst"
"ETA2",0.0302,0.0145,48.0132450331126,NA,"NM_0_427_2911.lst"
"ETA1",0.051,0.0189,37.0588235294118,NA,"NM_0_427_3072.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_3072.lst"
"ETA1",0.0487,0.0174,35.7289527720739,NA,"NM_0_427_3233.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_3233.lst"
"ETA1",0.0874,0.0306,35.0114416475973,NA,"NM_0_427_335.lst"
"ETA2",0.00752,0.00427,56.781914893617,NA,"NM_0_427_335.lst"
"ETA1",0.051,0.0189,37.0588235294118,NA,"NM_0_427_3394.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_3394.lst"
"ETA1",0.0497,0.0173,34.8088531187123,NA,"NM_0_427_3555.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_3555.lst"
"ETA1",0.0442,0.0312,70.5882352941176,NA,"NM_0_427_3716.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_3716.lst"
"ETA1",0.0468,0.0178,38.034188034188,NA,"NM_0_427_3877.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_3877.lst"
"ETA1",0.0466,0.0157,33.6909871244635,NA,"NM_0_427_4038.lst"
"ETA2",0.0708,0.0169,23.8700564971751,NA,"NM_0_427_4038.lst"
"ETA1",0.0474,0.0145,30.5907172995781,NA,"NM_0_427_4199.lst"
"ETA2",0.0771,0.0197,25.5512321660182,NA,"NM_0_427_4199.lst"
"ETA1",0.0469,0.0156,33.2622601279318,NA,"NM_0_427_4360.lst"
"ETA2",0.0701,0.0168,23.9657631954351,NA,"NM_0_427_4360.lst"
"ETA1",0.048,0.0149,31.0416666666667,NA,"NM_0_427_4521.lst"
"ETA2",0.0744,0.019,25.5376344086022,NA,"NM_0_427_4521.lst"
"ETA1",0.0412,0.0178,43.2038834951456,NA,"NM_0_427_4682.lst"
"ETA2",0.0453,0.0131,28.9183222958057,NA,"NM_0_427_4682.lst"
"ETA1",0.0927,0.0321,34.6278317152103,NA,"NM_0_427_496.lst"
"ETA2",0.00802,0.00444,55.3615960099751,NA,"NM_0_427_496.lst"
"ETA1",0.0856,0.0289,33.7616822429907,NA,"NM_0_427_657.lst"
"ETA2",0.00653,0.00459,70.2909647779479,NA,"NM_0_427_657.lst"
"ETA1",0.0953,0.0342,35.8866736621196,NA,"NM_0_427_818.lst"
"ETA2",1e-05,0,0,NA,"NM_0_427_818.lst"
"ETA1",0.0878,0.0301,34.2824601366743,NA,"NM_0_427_979.lst"
"ETA2",0.00664,0.0039,58.7349397590361,NA,"NM_0_427_979.lst"
"ETA1",0.085,0.0294,34.5882352941176,NA,"NM_0_428.lst"
"ETA2",0.00785,0.00447,56.9426751592357,NA,"NM_0_428.lst"
"ETA1",0.0865,0.0391,45.2023121387283,NA,"NM_0_428_1141.lst"
"ETA2",0.0063,0.00702,111.428571428571,NA,"NM_0_428_1141.lst"
"ETA1",0.0886,0.0387,43.6794582392777,NA,"NM_0_428_1302.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_1302.lst"
"ETA1",0.0875,0.0391,44.6857142857143,NA,"NM_0_428_1463.lst"
"ETA2",0.00567,0.00663,116.931216931217,NA,"NM_0_428_1463.lst"
"ETA1",0.0795,0.0357,44.9056603773585,NA,"NM_0_428_1624.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_1624.lst"
"ETA1",0.0858,0.0412,48.018648018648,NA,"NM_0_428_1785.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_1785.lst"
"ETA1",0.0938,0.0395,42.1108742004264,NA,"NM_0_428_1946.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_1946.lst"
"ETA1",0.101,0.0309,30.5940594059406,NA,"NM_0_428_2107.lst"
"ETA2",0.0289,0.0139,48.0968858131488,NA,"NM_0_428_2107.lst"
"ETA1",0.108,0.0339,31.3888888888889,NA,"NM_0_428_2268.lst"
"ETA2",0.0296,0.0143,48.3108108108108,NA,"NM_0_428_2268.lst"
"ETA1",0.101,0.0309,30.5940594059406,NA,"NM_0_428_2429.lst"
"ETA2",0.0292,0.0143,48.972602739726,NA,"NM_0_428_2429.lst"
"ETA1",0.107,0.0321,30,NA,"NM_0_428_2590.lst"
"ETA2",0.0294,0.0153,52.0408163265306,NA,"NM_0_428_2590.lst"
"ETA1",0.113,0.0471,41.6814159292035,NA,"NM_0_428_2751.lst"
"ETA2",0.02,0.0122,61,NA,"NM_0_428_2751.lst"
"ETA1",0.0996,0.031,31.1244979919679,NA,"NM_0_428_2912.lst"
"ETA2",0.0301,0.0145,48.1727574750831,NA,"NM_0_428_2912.lst"
"ETA1",0.05,0.0184,36.8,NA,"NM_0_428_3073.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_3073.lst"
"ETA1",0.0477,0.0174,36.4779874213836,NA,"NM_0_428_3234.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_3234.lst"
"ETA1",0.0811,0.0287,35.3884093711467,NA,"NM_0_428_336.lst"
"ETA2",0.00754,0.00428,56.763925729443,NA,"NM_0_428_336.lst"
"ETA1",0.05,0.0184,36.8,NA,"NM_0_428_3395.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_3395.lst"
"ETA1",0.0489,0.0175,35.7873210633947,NA,"NM_0_428_3556.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_3556.lst"
"ETA1",0.0406,0.0278,68.4729064039409,NA,"NM_0_428_3717.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_3717.lst"
"ETA1",0.0462,0.0176,38.0952380952381,NA,"NM_0_428_3878.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_3878.lst"
"ETA1",0.0465,0.016,34.4086021505376,NA,"NM_0_428_4039.lst"
"ETA2",0.0708,0.0169,23.8700564971751,NA,"NM_0_428_4039.lst"
"ETA1",0.0473,0.015,31.7124735729387,NA,"NM_0_428_4200.lst"
"ETA2",0.0771,0.0197,25.5512321660182,NA,"NM_0_428_4200.lst"
"ETA1",0.0468,0.0159,33.974358974359,NA,"NM_0_428_4361.lst"
"ETA2",0.0701,0.0168,23.9657631954351,NA,"NM_0_428_4361.lst"
"ETA1",0.0477,0.0157,32.9140461215933,NA,"NM_0_428_4522.lst"
"ETA2",0.0745,0.019,25.503355704698,NA,"NM_0_428_4522.lst"
"ETA1",0.041,0.0184,44.8780487804878,NA,"NM_0_428_4683.lst"
"ETA2",0.0453,0.013,28.6975717439294,NA,"NM_0_428_4683.lst"
"ETA1",0.0848,0.0296,34.9056603773585,NA,"NM_0_428_497.lst"
"ETA2",0.00805,0.00445,55.2795031055901,NA,"NM_0_428_497.lst"
"ETA1",0.0793,0.0273,34.4262295081967,NA,"NM_0_428_658.lst"
"ETA2",0.00656,0.00461,70.2743902439024,NA,"NM_0_428_658.lst"
"ETA1",0.0889,0.0311,34.9831271091114,NA,"NM_0_428_819.lst"
"ETA2",1e-05,0,0,NA,"NM_0_428_819.lst"
"ETA1",0.0807,0.0282,34.9442379182156,NA,"NM_0_428_980.lst"
"ETA2",0.00666,0.00391,58.7087087087087,NA,"NM_0_428_980.lst"
"ETA1",0.0461,0.0322,69.8481561822126,NA,"NM_0_4327.lst"
"ETA2",1,1,100,NA,"NM_0_4327.lst"
"ETA3",0.0394,0.0267,67.7664974619289,NA,"NM_0_4327.lst"
"ETA1",0.0501,NA,NA,NA,"NM_0_4328.lst"
"ETA2",2,NA,NA,NA,"NM_0_4328.lst"
"ETA3",0.0506,NA,NA,NA,"NM_0_4328.lst"
"ETA1",0.0385,NA,NA,NA,"NM_0_4329.lst"
"ETA2",2,NA,NA,NA,"NM_0_4329.lst"
"ETA3",0.0556,NA,NA,NA,"NM_0_4329.lst"
"ETA1",0.245,0.214,87.3469387755102,NA,"NM_0_4336.lst"
"ETA2",0.0206,0.0413,200.485436893204,NA,"NM_0_4336.lst"
"ETA3",0,0,NA,NA,"NM_0_4336.lst"
"ETA1",0.0778,0.669,859.897172236504,NA,"NM_0_4337.lst"
